#	SYM	#
#1	NUM	#1
#2	SYM	#2
#aivot	NOUN	#aivot
#aivoviikko	NOUN	#aivo#viikko
#alkoholilaki	NOUN	#alkoholi#laki
#amistenpuolella	X	#amistenpuolella
#ammatillinenkoulutus	NOUN	#ammatillinen#koulutus
#blogit	NOUN	#blogi
#cmoref1	X	#cmoref1
#dog	X	#dog
#esimerkki	NOUN	#esimerkki
#esimiestyö	NOUN	#esi#mies#työ
#eslonecologne	X	#ESLOneCologne
#eurojatalous	X	#eurojatalous
#finanssiala	NOUN	#finanssi#ala
#finland100	X	#finland100
#finnishlapphund	X	#finnishlapphund
#forest	X	#forest
#hashtag	X	#hashtag
#hctps:n	PROPN	#HCTPS
#helsinki	PROPN	#Helsinki
#hyvinvointi	NOUN	#hyvin#vointi
#intiaanipäähinegate:n	NOUN	#intiaani#päähine#gate
#itsensäjohtaminen	X	#itsensäjohtaminen
#johtaminen	NOUN	#johtaminen
#jännä	ADJ	#jännä
#kansijaareena	X	#kansijaareena
#kiitollisuuskalenteri	NOUN	#kiitollisuus#kalenteri
#koira	NOUN	#koira
#kookoo	PROPN	#KooKoo
#kopla	PROPN	#Kopla
#kott2016	X	#kott2016
#koulu17	X	#koulu17
#koulutus	NOUN	#koulutus
#kuluttaminen	NOUN	#kuluttaminen
#kuopio	PROPN	#Kuopio
#kups	PROPN	#KuPS
#kuvakulma	NOUN	#kuva#kulma
#liiga	PROPN	#Liiga
#luonto	NOUN	#luonto
#luontokuva	NOUN	#luonto#kuva
#luontopolku	NOUN	#luonto#polku
#luontotwiitti	NOUN	#luonto#twiitti
#maksuliiketilastot	NOUN	#maksu#liike#tilasto
#media	NOUN	#media
#mekaanikko'ja	NOUN	mekaanikko
#metsä	NOUN	#metsä
#nature	X	#nature
#nevöföget	X	#nevöföget
#nuoret	NOUN	#nuori
#oikea	ADJ	#oikea
#oscarit	PROPN	#Oscar
#ostatyötäsuomeen	X	#ostatyötäsuomeen
#ostokset	NOUN	#ostos
#palaute	NOUN	#palaute
#palokunta	NOUN	#palo#kunta
#passion	X	#passion
#peliaddiktio	NOUN	#peli#addiktio
#peliriippuvuus	NOUN	#peli#riippuvuus
#pesis	NOUN	#pesis
#photography	X	#photography
#pielavesi	PROPN	#Pielavesi
#pitkospuut	NOUN	#pitkos#puut
#porraspäivät	NOUN	#porras#päivät
#pyöräily	NOUN	#pyöräily
#raskausaika	NOUN	#raskaus#aika
#rekry	NOUN	#rekry
#rekrykoulutus-hakuaikaa	NOUN	#RekryKoulutus#haku#aika
#ruokatauolla	NOUN	#ruoka#tauko
#sairaus	NOUN	#sairaus
#salibandy	NOUN	#sali#bandy
#sikiö	NOUN	#sikiö
#sorisiitä	X	#sorisiitä
#srvrakentaa	X	#SRVrakentaa
#stressi	NOUN	#stressi
#suomenlapinkoira	NOUN	#suomen#lapin#koira
#suomi100	PROPN	#suomi100
#suomiareena	PROPN	#suomi#areena
#susijengi	PROPN	#Susijengi
#tautiluokitus	NOUN	#tauti#luokitus
#testiin	NOUN	#testi
#tietovuoto	NOUN	#tieto#vuoto
#tutkimus	NOUN	#tutkimus
#tvof	PROPN	#tvof
#työ	NOUN	#työ
#työilmapiiri	NOUN	#työ#ilma#piiri
#työpaikat	NOUN	#työ#paikka
#unelmaduuni	NOUN	#unelma#duuni
#uusivaihtoehto	X	#uusivaihtoehto
#uutisvahti	NOUN	#uutis#vahti
#uv	NOUN	#uv
#vakuutus	NOUN	#vakuutus
#varusmiestenkuntotesti	X	#varusmiestenkuntotesti
#vastuu	NOUN	#vastuu
#viestikoelaitos	NOUN	#viesti#koe#laitos
#vpk	PROPN	#vpk
#who	PROPN	#WHO
#yrityskulttuuri	NOUN	#yritys#kulttuuri
%:	NOUN	%
%:een	NOUN	%
%:iin	NOUN	%
%:lla	NOUN	%
%:lla	SYM	%
%:n	NOUN	%
%:n	SYM	%
%:sta	NOUN	%
tuomiossa	NOUN	tuomio
tuomiosta	NOUN	tuomio
tuomiota	NOUN	tuomio
tuomisesta	NOUN	tuominen
tuomista	NOUN	tuominen
tuomista	PROPN	Tuominen
tuomistaan	VERB	tuoda
tuomitaan	VERB	tuomita
tuomitsee	VERB	tuomita
tuomitsematta	VERB	tuomita
tuomitsemista	NOUN	tuomitseminen
tuomitsemme	VERB	tuomita
tuomitsi	VERB	tuomita
tuomitsivat	VERB	tuomita
tuomittava	VERB	tuomita
tuomittavaksi	VERB	tuomita
tuomittiin	VERB	tuomita
tuomittu	VERB	tuomita
tuomitun	VERB	tuomita
tuomme	VERB	tuoda
tuommoista	ADJ	tuommoinen
tuon	PRON	tuo
tuon	VERB	tuoda
tuonemmaksi	ADJ	tuona
tuonniksi	NOUN	tuonti
tuonnilta	NOUN	tuonti
tuonnin	NOUN	tuonti
tuonnissa	NOUN	tuonti
tuonnista	NOUN	tuonti
tuontia	NOUN	tuonti
tuontihetkellä	NOUN	tuonti#hetki
tuontiin	NOUN	tuonti
tuontimaksua	NOUN	tuonti#maksu
tuontitullin	NOUN	tuonti#tulli
tuontitullista	NOUN	tuonti#tulli
tuontituotteisiin	NOUN	tuonti#tuote
tuontituotteita	NOUN	tuonti#tuote
tuontiviinejä	NOUN	tuonti#viini
tuonut	VERB	tuoda
tuoreen	ADJ	tuore
tuoreena	ADJ	tuore
tuoreessa	ADJ	tuore
tuorehiivaa	NOUN	tuore#hiiva
tuoreiden	ADJ	tuore
tuoreimman	ADJ	tuore
tuoreimmat	ADJ	tuore
tuoreimmista	ADJ	tuore
tuoreimpia	ADJ	tuore
tuorein	ADJ	tuore
tuoreita	ADJ	tuore
tuoretagliatellen	NOUN	tuore#tagliatelle
tuoretta	ADJ	tuore
tuos	PRON	tuo
tuossa	PRON	tuo
tuosta	PRON	tuo
tuostahan	PRON	tuo
tuota	PRON	tuo
tuota	VERB	tuottaa
tuotaessa	VERB	tuoda
tuotaisiin	VERB	tuoda
tuotan	VERB	tuottaa
tuotannon	NOUN	tuotanto
tuotannonalalle	NOUN	tuotannon#ala
tuotannonalalta	NOUN	tuotannon#ala
tuotannossa	NOUN	tuotanto
tuotannosta	NOUN	tuotanto
tuotanto-	NOUN	tuotanto
tuotantoa	NOUN	tuotanto
tuotantoeläimet	NOUN	tuotanto#eläin
tuotantohenkilöautoihin	NOUN	tuotanto#henkilö#auto
tuotantokaudella	NOUN	tuotanto#kausi
tuotantokauden	NOUN	tuotanto#kausi
tuotantoketjua	NOUN	tuotanto#ketju
tuotantokiintiöitä	NOUN	tuotanto#kiintiö
tuotantokustannusten	NOUN	tuotanto#kustannus
tuotantoluvut	NOUN	tuotanto#luku
tuotantomenetelmien	NOUN	tuotanto#menetelmä
tuotantonsa	NOUN	tuotanto
tuotantoon	NOUN	tuotanto
tuotantoprosessin	NOUN	tuotanto#prosessi
tuotantopuolen	NOUN	tuotanto#puoli
tuotantotoiminnan	NOUN	tuotanto#toiminta
tuotantotuen	NOUN	tuotanto#tuki
tuotantotukia	NOUN	tuotanto#tuki
tuotantovaltiona	NOUN	tuotanto#valtio
tuotantovälineen	NOUN	tuotanto#väline
tuotantovälineiden	NOUN	tuotanto#väline
tuotattelevat	VERB	tuotatella
tuotavan	VERB	tuoda
tuotekehitysprojektiensa	NOUN	tuote#kehitys#projekti
tuoteluettelosta	NOUN	tuote#luettelo
tuotemerkin	NOUN	tuote#merkki
tuotepäällikkönä	NOUN	tuote#päällikkö
tuoteselostetta	NOUN	tuote#seloste
tuotetaan	VERB	tuottaa
tuotetta	NOUN	tuote
tuotettava	VERB	tuottaa
tuotettu	VERB	tuottaa
tuotettuun	VERB	tuottaa
tuotoksille	NOUN	tuotos
tuotot	NOUN	tuotto
tuottaisi	VERB	tuottaa
tuottajalle	NOUN	tuottaja
tuottajamaana	NOUN	tuottaja#maa
tuottajan	NOUN	tuottaja
tuottajana	NOUN	tuottaja
tuottajat	NOUN	tuottaja
tuottajia	NOUN	tuottaja
tuottajien	NOUN	tuottaja
tuottajienkin	NOUN	tuottaja
tuottajiin	NOUN	tuottaja
tuottajille	NOUN	tuottaja
tuottama	VERB	tuottaa
tuottamaan	VERB	tuottaa
tuottaman	VERB	tuottaa
tuottamassa	VERB	tuottaa
tuottamatta	VERB	tuottaa
tuottamia	VERB	tuottaa
tuottamiseen	NOUN	tuottaminen
tuottamiseksi	NOUN	tuottaminen
tuottamisen	NOUN	tuottaminen
tuottamisessa	NOUN	tuottaminen
tuottamisesta	NOUN	tuottaminen
tuottamista	NOUN	tuottaminen
tuottaneet	VERB	tuottaa
tuottanut	VERB	tuottaa
tuottavampia	ADJ	tuottava
tuottavat	VERB	tuottaa
tuottavia	VERB	tuottaa
tuottaville	VERB	tuottaa
tuottavuuden	NOUN	tuottavuus
tuottavuustyökaluina	NOUN	tuottavuus#työkalu
tuotteelta	NOUN	tuote
tuotteen	NOUN	tuote
tuotteensa	NOUN	tuote
tuotteeseen	NOUN	tuote
tuotteesta	NOUN	tuote
tuotteet	NOUN	tuote
tuotteiden	NOUN	tuote
tuotteidensa	NOUN	tuote
tuotteille	NOUN	tuote
tuotteisiina	NOUN	tuote
tuotteissa	NOUN	tuote
tuotteista	NOUN	tuote
tuotteistamisen	NOUN	tuotteistaminen
tuotteistettava	VERB	tuotteistaa
tuotteita	NOUN	tuote
tuotteliaisuuttaan	NOUN	tuotteliaisuus
tuotti	VERB	tuottaa
tuottivat	VERB	tuottaa
tuottoisalla	ADJ	tuottoisa
tuottoisia	ADJ	tuottoisa
tuottoisimpia	ADJ	tuottoisa
tuottojen	NOUN	tuotto
tuottoprosentit	NOUN	tuotto#prosentti
tuotu	VERB	tuoda
tuotuna	VERB	tuoda
tuotuun	VERB	tuoda
tuovan	VERB	tuoda
tuovat	VERB	tuoda
tupaantuliaisista	NOUN	tupaan#tuliaiset
tupaantuliaisjuhlat	NOUN	tupaan#tuliais#juhla
tupakaksi	NOUN	tupakka
tupakan	NOUN	tupakka
tupakasta	NOUN	tupakka
tupakka-alan	NOUN	tupakka#ala
tupakka-askin	NOUN	tupakka#aski
tupakkaa	NOUN	tupakka
tupakkapussin	NOUN	tupakka#pussi
tupakkatauon	NOUN	tupakka#tauko
tupakkia	NOUN	tupakki
tupakoivat	VERB	tupakoida
tupeen	NOUN	tupee
tupeesta	NOUN	tupee
tupla-lp:nä	NOUN	tupla#LP
tuplamäärän	NOUN	tupla#määrä
tuplana	NOUN	tupla
tuplataan	VERB	tuplata
tuplataantuman	NOUN	tupla#taantuma
tupon	NOUN	tupo
tupsuja	NOUN	tupsu
turahti	VERB	turahtaa
turboneuleeseen	NOUN	turbo#neule
turhaa	ADJ	turha
turhakkeet	NOUN	turhake
turhamaisuutta	NOUN	turhamaisuus
turhan	ADJ	turha
turhasta	ADJ	turha
turhastakin	ADJ	turha
turhat	ADJ	turha
turhautumisen	NOUN	turhautuminen
turhautunut	VERB	turhautua
turhautuu	VERB	turhautua
turhia	ADJ	turha
turhista	ADJ	turha
turhuudessaan	NOUN	turhuus
turingin	PROPN	Turing
turinoimaan	VERB	turinoida
turinoita	NOUN	turina
turismijohtajuutta	NOUN	turismi#johtajuus
turismista	NOUN	turismi
turisteille	NOUN	turisti
turistia	NOUN	turisti
turistinähtävyyksiksi	NOUN	turisti#nähtävyys
turistiripulin	NOUN	turisti#ripuli
turistirysissä	NOUN	turisti#rysä
turistiviinatulvaa	NOUN	turisti#viina#tulva
turkiksi	NOUN	turkki
turkille	PROPN	Turkki
turkin	NOUN	turkki
turkin	PROPN	Turkki
turkin-vastainen	ADJ	Turkin#vastainen
turkiskauppayhtiötä	NOUN	turkis#kauppa#yhtiö
turkissa	PROPN	Turkki
turkista	PROPN	Turkki
turkisten	NOUN	turkis
turkkiin	PROPN	Turkki
turkkilaisalueille	NOUN	turkkilais#alue
turkkilaisen	ADJ	turkkilainen
turkkilaiset	ADJ	turkkilainen
turkkilaisia	NOUN	turkkilainen
turkkilaisten	ADJ	turkkilainen
turkmenistaniin	PROPN	Turkmenistan
turkoosinväristä	ADJ	turkoosin#värinen
turkua	PROPN	Turku
turkulaisen	ADJ	turkulainen
turkulaiset	NOUN	turkulainen
turkulaisilla	NOUN	turkulainen
turkulaisista	NOUN	turkulainen
turkulaiskirjoittajat	NOUN	turkulais#kirjoittaja
turkulaisprojektille	NOUN	turkulais#projekti
turkulaisseuran	NOUN	turkulais#seura
turkulaista	ADJ	turkulainen
turkulaisten	ADJ	turkulainen
turkulaisten	NOUN	turkulainen
turkulaistuva	VERB	turkulaistua
turkulaisuutta	NOUN	turkulaisuus
turkulaisvoimin	NOUN	turkulais#voima
turkuun	PROPN	Turku
turman	NOUN	turma
turmeltuneesta	ADJ	turmeltunut
turmiolliset	ADJ	turmiollinen
turmiollisia	ADJ	turmiollinen
turnaukseen	NOUN	turnaus
turnauksen	NOUN	turnaus
turnauksessa	NOUN	turnaus
turnaukset	NOUN	turnaus
turnausansiot	NOUN	turnaus#ansio
turpansa	NOUN	turpa
turskan	NOUN	turska
tursuavat	VERB	tursuta
tursusi	VERB	tursuta
turtuneita	ADJ	turtunut
turun	PROPN	Turku
turusen	PROPN	Turunen
turussa	PROPN	Turku
turussakin	PROPN	Turku
turusta	PROPN	Turku
turuxin	PROPN	Turux
turvaa	NOUN	turva
turvaamaan	VERB	turvata
turvaamiseksi	NOUN	turvaaminen
turvaamistoimesta	NOUN	turvaamis#toimi
turvaan	NOUN	turva
turvaansa	NOUN	turva
turvaavan	VERB	turvata
turvaavansa	VERB	turvata
turvaistuimeen	NOUN	turva#istuin
turvalaitetöiden	NOUN	turva#laite#työ
turvallisempaa	ADJ	turvallinen
turvallisen	ADJ	turvallinen
turvallisessa	ADJ	turvallinen
turvallisia	ADJ	turvallinen
turvallisimmille	ADJ	turvallinen
turvallisin	ADJ	turvallinen
turvallisina	ADJ	turvallinen
turvallisinta	ADJ	turvallinen
turvallista	ADJ	turvallinen
turvallisuudelle	NOUN	turvallisuus
turvallisuuden	NOUN	turvallisuus
turvallisuudesta	NOUN	turvallisuus
turvallisuus-	NOUN	turvallisuus
turvallisuusalan	NOUN	turvallisuus#ala
turvallisuusasiantuntijat	NOUN	turvallisuus#asian#tuntija
turvallisuusasiat	NOUN	turvallisuus#asia
turvallisuusjoukkojen	NOUN	turvallisuus#joukko
turvallisuusjoukoille	NOUN	turvallisuus#joukko
turvallisuuslauseketta	NOUN	turvallisuus#lauseke
turvallisuusneuvoston	NOUN	turvallisuus#neuvosto
turvallisuusnäkökohtiin	NOUN	turvallisuus#näkö#kohta
turvallisuussääntöjen	NOUN	turvallisuus#sääntö
turvallisuussääntöjä	NOUN	turvallisuus#sääntö
turvallisuuteen	NOUN	turvallisuus
turvallisuutta	NOUN	turvallisuus
turvalllisuudesta	NOUN	turvallisuus
turvamieheksemme	NOUN	turva#mies
turvamiehen	NOUN	turva#mies
turvan	NOUN	turva
turvannut	VERB	turvata
turvapaikanhakijoiden	NOUN	turva#paikan#hakija
turvapaikasta	NOUN	turva#paikka
turvapaikka-	NOUN	turva#paikka
turvapaikka-alalla	NOUN	turva#paikka#ala
turvapaikka-alan	NOUN	turva#paikka#ala
turvapaikka-asioiden	NOUN	turva#paikka#asia
turvapaikkaa	NOUN	turva#paikka
turvapaikkaan	NOUN	turva#paikka
turvapaikkahakemusten	NOUN	turva#paikka#hakemus
turvapaikkapoliittista	ADJ	turva#paikka#poliittinen
turvapaikkapolitiikkaa	NOUN	turva#paikka#politiikka
turvapaikkatilanteesta	NOUN	turva#paikka#tilanne
turvapaikkavalmiuksien	NOUN	turva#paikka#valmius
turvaremmit	NOUN	turva#remmi
turvassa	NOUN	turva
turvataan	VERB	turvata
turvatoimien	NOUN	turva#toimi
turvattomimmista	ADJ	turvaton
turvattu	VERB	turvata
turvauduin	VERB	turvautua
turvauduttava	VERB	turvautua
turvautumaan	VERB	turvautua
turvautumatta	VERB	turvautua
turvautuu	VERB	turvautua
turvavyöt	NOUN	turva#vyö
turvekammissa	NOUN	turve#kammi
turvesuolle	NOUN	turve#suo
turvin	NOUN	turva
turvonneet	VERB	turvota
turvotetuista	VERB	turvottaa
turvotusta	NOUN	turvotus
tuskaa	NOUN	tuska
tuskaakin	NOUN	tuska
tuskaili	VERB	tuskailla
tuskaisen	ADJ	tuskainen
tuskallisen	ADJ	tuskallinen
tuskasta	NOUN	tuska
tuskastaan	NOUN	tuska
tuskastuneena	VERB	tuskastua
tuskinpa	ADV	tuskin
tuskissa	NOUN	tuska
tussahtamisesta	NOUN	tussahtaminen
tussitauluja	NOUN	tussi#taulu
tutinan	NOUN	tutina
tutkailemaan	VERB	tutkailla
tutkakuvassa	NOUN	tutka#kuva
tutkan	NOUN	tutka
tutkaoperaattorit	NOUN	tutka#operaattori
tutkattomia	ADJ	tutkaton
tutki	VERB	tutkia
tutkielman	NOUN	tutkielma
tutkielmansa	NOUN	tutkielma
tutkielmassa	NOUN	tutkielma
tutkii	VERB	tutkia
tutkijaa	NOUN	tutkija
tutkijakollegiumia	NOUN	tutkija#kollegium
tutkijakollegiumit	NOUN	tutkija#kollegium
tutkijakoulutuksen	NOUN	tutkija#koulutus
tutkijalle	NOUN	tutkija
tutkijan	NOUN	tutkija
tutkijana	NOUN	tutkija
tutkijaryhmänsä	NOUN	tutkija#ryhmä
tutkijat	NOUN	tutkija
tutkijatehtäviin	NOUN	tutkija#tehtävä
tutkijatkin	NOUN	tutkija
tutkijatohtorin	NOUN	tutkija#tohtori
tutkijoiden	NOUN	tutkija
tutkijoille	NOUN	tutkija
tutkijoista	NOUN	tutkija
tutkijoita	NOUN	tutkija
tutkimaan	VERB	tutkia
tutkimatta	VERB	tutkia
tutkimiseen	NOUN	tutkiminen
tutkimisen	NOUN	tutkiminen
tutkimisprosessista	NOUN	tutkimis#prosessi
tutkimukseen	NOUN	tutkimus
tutkimuksella	NOUN	tutkimus
tutkimuksellaan	NOUN	tutkimus
tutkimuksen	NOUN	tutkimus
tutkimuksensa	NOUN	tutkimus
tutkimuksessa	NOUN	tutkimus
tutkimuksessaan	NOUN	tutkimus
tutkimuksesta	NOUN	tutkimus
tutkimuksestaan	NOUN	tutkimus
tutkimukset	NOUN	tutkimus
tutkimuksia	NOUN	tutkimus
tutkimuksiin	NOUN	tutkimus
tutkimuksissa	NOUN	tutkimus
tutkimuksista	NOUN	tutkimus
tutkimus-	NOUN	tutkimus
tutkimusajanjaksoa	NOUN	tutkimus#ajan#jakso
tutkimusajanjakson	NOUN	tutkimus#ajan#jakso
tutkimusajanjaksona	NOUN	tutkimus#ajan#jakso
tutkimusaloitettamme	NOUN	tutkimus#aloite
tutkimusaloja	NOUN	tutkimus#ala
tutkimusalojen	NOUN	tutkimus#ala
tutkimusapurahan	NOUN	tutkimus#apu#raha
tutkimuseettisen	ADJ	tutkimus#eettinen
tutkimushankkeita	NOUN	tutkimus#hanke
tutkimushenkilöitä	NOUN	tutkimus#henkilö
tutkimusjakson	NOUN	tutkimus#jakso
tutkimuskentässä	NOUN	tutkimus#kenttä
tutkimuskeskukseen	NOUN	tutkimus#keskus
tutkimuskeskuksen	NOUN	tutkimus#keskus
tutkimuskeskuksesta	NOUN	tutkimus#keskus
tutkimuskeskusten	NOUN	tutkimus#keskus
tutkimuskulurahoitusta	NOUN	tutkimus#kulu#rahoitus
tutkimuslaboratorioissa	NOUN	tutkimus#laboratorio
tutkimuslaitoksen	NOUN	tutkimus#laitos
tutkimuslaitosten	NOUN	tutkimus#laitos
tutkimusmatkat	NOUN	tutkimus#matka
tutkimusmatkojen	NOUN	tutkimus#matka
tutkimusmenetelmät	NOUN	tutkimus#menetelmä
tutkimuspalvelujen	NOUN	tutkimus#palvelu
tutkimusprojektille	NOUN	tutkimus#projekti
tutkimusrahoitukseen	NOUN	tutkimus#rahoitus
tutkimusrahoituksen	NOUN	tutkimus#rahoitus
tutkimusrahoituksesta	NOUN	tutkimus#rahoitus
tutkimusraportteja	NOUN	tutkimus#raportti
tutkimusretkellä	NOUN	tutkimus#retki
tutkimusryhmien	NOUN	tutkimus#ryhmä
tutkimusryhmän	NOUN	tutkimus#ryhmä
tutkimusta	NOUN	tutkimus
tutkimustehtäviin	NOUN	tutkimus#tehtävä
tutkimusten	NOUN	tutkimus
tutkimustietoa	NOUN	tutkimus#tieto
tutkimustoiminnan	NOUN	tutkimus#toiminta
tutkimustoimintaan	NOUN	tutkimus#toiminta
tutkimustuloksemme	NOUN	tutkimus#tulos
tutkimustuloksia	NOUN	tutkimus#tulos
tutkimustuloksistaan	NOUN	tutkimus#tulos
tutkimustulosten	NOUN	tutkimus#tulos
tutkimustyöhön	NOUN	tutkimus#työ
tutkimustyön	NOUN	tutkimus#työ
tutkimustyötä	NOUN	tutkimus#työ
tutkimusvaltaa	NOUN	tutkimus#valta
tutkimusvastaavaan	NOUN	tutkimus#vastaava
tutkin	VERB	tutkia
tutkineen	VERB	tutkia
tutkinnan	NOUN	tutkinta
tutkinnon	NOUN	tutkinto
tutkinnosta	NOUN	tutkinto
tutkintaa	NOUN	tutkinta
tutkintakomissiota	NOUN	tutkinta#komissio
tutkintapyynnöt	NOUN	tutkinta#pyyntö
tutkintoa	NOUN	tutkinto
tutkintonimikkeet	NOUN	tutkinto#nimike
tutkintoon	NOUN	tutkinto
tutkintopapereita	NOUN	tutkinto#paperi
tutkinut	VERB	tutkia
tutkinutta	VERB	tutkia
tutkitaan	VERB	tutkia
tutkittaisiin	VERB	tutkia
tutkittava	VERB	tutkia
tutkittavana	VERB	tutkia
tutkittu	VERB	tutkia
tutkittuaan	VERB	tutkia
tutkittuani	VERB	tutkia
tutkittuna	VERB	tutkia
tutkituille	VERB	tutkia
tutkiva	VERB	tutkia
tutkivat	VERB	tutkia
tutkiville	VERB	tutkia
tuto-aiheista	ADJ	TuTo#aiheinen
tutoriaalit	NOUN	tutoriaali
tutorointi	NOUN	tuutorointi
tuttavaani	NOUN	tuttava
tuttavallani	NOUN	tuttava
tuttavilla	NOUN	tuttava
tuttavuuden	NOUN	tuttavuus
tuttavuuksille	NOUN	tuttavuus
tuttua	ADJ	tuttu
tuttuihin	ADJ	tuttu
tuttuine	ADJ	tuttu
tuttuja	ADJ	tuttu
tuttuja	NOUN	tuttu
tuttujen	NOUN	tuttu
tuttuni	NOUN	tuttu
tuttuun	ADJ	tuttu
tutuille	NOUN	tuttu
tutuilta	ADJ	tuttu
tutuin	ADJ	tuttu
tutuissa	ADJ	tuttu
tutuista	ADJ	tuttu
tutuksi	ADJ	tuttu
tutulla	ADJ	tuttu
tutulta	ADJ	tuttu
tutummat	ADJ	tuttu
tutun	ADJ	tuttu
tutun	NOUN	tuttu
tutussa	ADJ	tuttu
tutustu	VERB	tutustua
tutustuessa	VERB	tutustua
tutustui	VERB	tutustua
tutustuimme	VERB	tutustua
tutustuivat	VERB	tutustua
tutustumaan	VERB	tutustua
tutustumalla	VERB	tutustua
tutustumassa	VERB	tutustua
tutustumisen	NOUN	tutustuminen
tutustumiskynnyksen	NOUN	tutustumis#kynnys
tutustunut	VERB	tutustua
tutustutaan	VERB	tutustua
tutustuttamiskursseilta	NOUN	tutustuttamis#kurssi
tutustuttamisohjelmia	NOUN	tutustuttamis#ohjelma
tutustuttamisohjelmien	NOUN	tutustuttamis#ohjelma
tutustuttamisohjelmissa	NOUN	tutustuttamis#ohjelma
tutustuttaviksi	VERB	tutustua
tutustutti	VERB	tutustuttaa
tutustuttiin	VERB	tutustua
tutustuttuaan	VERB	tutustua
tutustuu	VERB	tutustua
tutustuvat	VERB	tutustua
tuu	VERB	tulla
tuuditti	VERB	tuudittaa
tuuhan	VERB	tulla
tuuheat	ADJ	tuuhea
tuuheet	ADJ	tuuhea
tuulella	NOUN	tuuli
tuulen	NOUN	tuuli
tuulenhalkojasta	NOUN	tuulen#halkoja
tuulennopeuksilla	NOUN	tuulen#nopeus
tuulenvireen	NOUN	tuulen#vire
tuulessa	NOUN	tuuli
tuulet	NOUN	tuuli
tuuleta	VERB	tuulettaa
tuuletetaan	VERB	tuulettaa
tuuletin	VERB	tuulettaa
tuulettuu	VERB	tuulettua
tuuletuslaitteita	NOUN	tuuletus#laite
tuulia	NOUN	tuuli
tuuliset	ADJ	tuulinen
tuuliviirejä	NOUN	tuuli#viiri
tuulivoimaa	NOUN	tuuli#voima
tuulta	NOUN	tuuli
tuultani	NOUN	tuuli
tuulten	NOUN	tuuli
tuumasi	VERB	tuumata
tuumi	VERB	tuumia
tuumii	VERB	tuumia
tuumimaan	VERB	tuumia
tuumin	VERB	tuumia
tuumivat	VERB	tuumia
tuunattu	VERB	tuunata
tuupertui	VERB	tuupertua
tuuppasi	VERB	tuupata
tuuraa	PROPN	Tuura
tuuriin	NOUN	tuuri
tuusulassa	PROPN	Tuusula
tv-	NOUN	tv
tv-juontaja	NOUN	tv#juontaja
tv-kanavia	NOUN	tv#kanava
tv-maksu	NOUN	TV#maksu
tv-ohjelmista	NOUN	tv#ohjelma
tv-sarjasta	NOUN	tv#sarja
tv-sarjat	NOUN	tv#sarja
tv-sarjoissa	NOUN	tv#sarja
tv-yhtiö	NOUN	tv#yhtiö
tv-yhtiön	NOUN	tv#yhtiö
tv1:n	PROPN	TV1
tv:n	NOUN	tv
tv:ssä	NOUN	tv
tv:stä	NOUN	TV
tweeteillä	NOUN	tweet
tweetit	NOUN	tweet
twiitannut	VERB	twiitata
twiittaamasi	VERB	twiitata
twitter-bannit	NOUN	Twitter-banni
twitter-syötteen	NOUN	Twitter#syöte
twitter-tiliä	NOUN	Twitter#tili
twitter-tiliäni	NOUN	Twitter#tili
twitterin	PROPN	Twitter
twitterissä	PROPN	Twitter
tyhjenevästä	VERB	tyhjetä
tyhjeni	VERB	tyhjetä
tyhjennyttyä	VERB	tyhjentyä
tyhjentynyt	VERB	tyhjentyä
tyhjentäneensä	VERB	tyhjentää
tyhjentänyt	VERB	tyhjentää
tyhjien	ADJ	tyhjä
tyhjiksi	ADJ	tyhjä
tyhjiä	ADJ	tyhjä
tyhjiötä	NOUN	tyhjiö
tyhjyyden	NOUN	tyhjyys
tyhjyyttä	NOUN	tyhjyys
tyhjäksi	ADJ	tyhjä
tyhjäkäyntiin	NOUN	tyhjä#käynti
tyhjäkäyttämisestä	NOUN	tyhjä#käyttäminen
tyhjän	ADJ	tyhjä
tyhjänä	ADJ	tyhjä
tyhjässä	ADJ	tyhjä
tyhjästä	ADJ	tyhjä
tyhjää	ADJ	tyhjä
tyhjään	ADJ	tyhjä
tyhmiä	ADJ	tyhmä
tyhmyyttä	NOUN	tyhmyys
tyhmäilet	VERB	tyhmäillä
tyhmää	ADJ	tyhmä
tyhmään	ADJ	tyhmä
tykeillä	NOUN	tykki
tykistöllä	NOUN	tykistö
tykistön	NOUN	tykistö
tykkäis	VERB	tykätä
tykkäisi	VERB	tykätä
tykkäsin	VERB	tykätä
tykkäsitte	VERB	tykätä
tykkäyksiä	NOUN	tykkäys
tykkää	VERB	tykätä
tykkään	VERB	tykätä
tykkäät	VERB	tykätä
tykkääväsi	VERB	tykätä
tykkäävät	VERB	tykätä
tyksin	PROPN	TYKS
tykyttävä	VERB	tykyttää
tylsistymistään	NOUN	tylsistyminen
tylsiä	ADJ	tylsä
tylsätkin	ADJ	tylsä
tylsää	ADJ	tylsä
tylyjä	ADJ	tyly
tympi	VERB	tympiä
tympii	VERB	tympiä
tymppikseen	PROPN	Tymppis
tymppikselle	PROPN	Tymppis
tymppiksen	PROPN	Tymppis
tymppistä	PROPN	Tymppis
tynkänastoin	NOUN	tynkä#nasta
tynnyrin	NOUN	tynnyri
typen	NOUN	typpi
typerille	ADJ	typerä
typeriltä	ADJ	typerä
typerimpiä	ADJ	typerä
typeriä	ADJ	typerä
typerän	ADJ	typerä
typerässä	ADJ	typerä
tyrannian	NOUN	tyrannia
tyrehdyttänyt	VERB	tyrehdyttää
